"07/17/2014 12:54:47","DRUGS","2014-00041620","2700 BLOCK NINTH ST",
"07/17/2014 13:14:00","10851","2014-00041640","1300 BLOCK MILVIA ST",
"07/17/2014 13:14:06","AID","2014-00041619","2000 BLOCK BERKELEY WAY",
"07/17/2014 13:21:14","1042","2014-00041627","2600 BLOCK SAN PABLO AVE",
"07/17/2014 13:27:32","1194","2014-00041621","BANCROFT WAY/TELEGRAPH AVE",
"07/17/2014 13:28:08","1033A","2014-00041622","1600 BLOCK TYLER ST",
"07/17/2014 13:46:42","484","2014-00041623","1200 BLOCK OXFORD ST",
"07/17/2014 13:52:43","FLAG","2014-00041624","1600 BLOCK TYLER ST",
"07/17/2014 13:53:47","SEC","2014-00041625","2300 BLOCK SHATTUCK AVE",
"07/17/2014 13:54:55","653M","2014-00041630","2300 BLOCK SIXTH ST",
"07/17/2014 13:56:26","LOST","2014-00041626","2300 BLOCK TELEGRAPH AVE",
"07/17/2014 14:05:45","647F","2014-00041649","2300 BLOCK TELEGRAPH AVE",
"07/17/2014 14:16:09","A911","2014-00041628","1900 BLOCK ASHBY AVE",
"07/17/2014 14:18:02","484","2014-00041629","BONAR ST/UNIVERSITY AVE",
"07/17/2014 14:27:13","484","2014-00041633","800 BLOCK BANCROFT WAY",
"07/17/2014 14:29:58","1182","2014-00041636","SHATTUCK AVE/CEDAR ST",
"07/17/2014 14:44:28","5150","2014-00041644","VIRGINIA ST/OXFORD ST",
"07/17/2014 14:44:52","1124","2014-00041631","1400 BLOCK ALLSTON WAY",
"07/17/2014 14:56:23","SEARCH","2014-00041632","900 BLOCK AILEEN ST",
"07/17/2014 14:59:34","484","2014-00041668","1400 BLOCK WALNUT ST",
"07/17/2014 15:00:17","1057AR","2014-00041635"," / ",
"07/17/2014 15:02:16","DRUGS","2014-00041646"," / ",
"07/17/2014 15:02:40","A911","2014-00041634","900 BLOCK PARKER ST",
"07/17/2014 15:06:13","1042","2014-00041645","1100 BLOCK DELAWARE ST",
"07/17/2014 15:21:45","SUSCIR","2014-00041637","M L KING JR WAY/VIRGINIA ST",
"07/17/2014 15:31:07","AID","2014-00041638","1900 BLOCK CHANNING WAY",
"07/17/2014 15:43:16","W911","2014-00041639","2200 BLOCK GRANT ST",
"07/17/2014 15:53:27","23103","2014-00041656","1700 BLOCK SONOMA AVE",
"07/17/2014 15:54:43","PRKVIO","2014-00041650","1600 BLOCK BANCROFT WAY",
"07/17/2014 16:00:30","A911","2014-00041643","2400 BLOCK CHANNING WAY",
"07/17/2014 16:01:39","484","2014-00041674","1400 BLOCK CURTIS ST",
"07/17/2014 16:04:57","1042","2014-00041642","2500 BLOCK BENVENUE AVE",
"07/17/2014 16:05:15","SUSPER","2014-00041641","1100 BLOCK HEARST AVE",
"07/17/2014 16:20:26","23103","2014-00041647","M L KING JR WAY/CHANNING WAY",
"07/17/2014 16:22:57","242","2014-00041648","1900 BLOCK SAN PABLO AVE",
"07/17/2014 16:23:23","PRKVIO","2014-00041651","LINCOLN ST/EDITH ST",
"07/17/2014 16:31:50","1124","2014-00041653","CALIFORNIA ST/WOOLSEY ST",
"07/17/2014 16:34:18","T","2014-00041652","OREGON ST/MCGEE AVE",
"07/17/2014 16:39:47","415","2014-00041662","1600 BLOCK STANNAGE AVE",
"07/17/2014 16:44:21","SUSCIR","2014-00041654"," / ",
"07/17/2014 16:53:29","SUSPER","2014-00041658","2900 BLOCK COLLEGE AVE",
"07/17/2014 16:54:42","1194","2014-00041655","DWI/TELE / ",
"07/17/2014 17:07:17","FLAG","2014-00041657","1600 BLOCK HOPKINS ST",
"07/17/2014 17:30:28","AID","2014-00041659","1900 BLOCK MCGEE AVE",
"07/17/2014 17:34:55","SUSPER","2014-00041660","1800 BLOCK FIFTH ST",
"07/17/2014 17:41:58","SUSCIR","2014-00041665","900 BLOCK HEINZ AVE",
"07/17/2014 17:43:42","1194","2014-00041663","HASTE ST/TELEGRAPH / ",
"07/17/2014 17:44:15","1183","2014-00041664"," / ",
"07/17/2014 17:48:25","415","2014-00041673","DELAWARE ST/SAN PABLO AVE",
"07/17/2014 17:52:11","DRUGS","2014-00041666","2400 BLOCK BLAKE ST",
"07/17/2014 17:58:22","AID","2014-00041667"," / ",
"07/17/2014 18:03:45","SEC","2014-00041669","Under the Overpass Gilman & i80 Freeway / ",
"07/17/2014 18:04:47","BMCVIO","2014-00041694","PARKER ST/SAN PABLO AVE",
"07/17/2014 18:06:53","DRUGS","2014-00041688","1900 BLOCK HARMON ST",
"07/17/2014 18:07:53","SUSCIR","2014-00041671","BLAKE ST/DANA ST",
"07/17/2014 18:08:23","415","2014-00041672"," / ",
"07/17/2014 18:09:08","1194","2014-00041670","2300 BOWDITCH AVE / ",
"07/17/2014 18:19:28","415","2014-00041676","1500 BLOCK UNIVERSITY AVE",
"07/17/2014 18:28:36","484C","2014-00041678","2000 BLOCK OREGON ST",
"07/17/2014 18:30:40","415","2014-00041677","2700 BLOCK SACRAMENTO ST",
"07/17/2014 18:31:19","PRKVIO","2014-00041680","1500 BLOCK HEARST AVE",
"07/17/2014 18:35:52","20002","2014-00041675","SHATTUCK AVE/CHANNING WAY",
"07/17/2014 18:40:36","415E","2014-00041679","SEVENTH ST/CHANNING WAY",
"07/17/2014 18:50:40","1042","2014-00041681","1700 BLOCK DWIGHT WAY",
"07/17/2014 18:56:52","TRFHAZ","2014-00041696","BOLIVAR DR/POTTER ST",
"07/17/2014 19:05:43","1053","2014-00041682","2400 BLOCK PARKER ST",
"07/17/2014 19:20:52","W911","2014-00041685","2000 BLOCK UNIVERSITY AVE",
"07/17/2014 19:27:53","597","2014-00041690","2200 BLOCK SHATTUCK AVE",
"07/17/2014 19:28:15","1033A","2014-00041686","1500 BLOCK HOPKINS ST",
"07/17/2014 19:28:47","1033S","2014-00041684","600 BLOCK GILMAN ST",
"07/17/2014 19:29:42","A911","2014-00041687","200 BLOCK UNIVERSITY AVE",
"07/17/2014 19:29:53","T","2014-00041683","UNI/EA SAC / ",
"07/17/2014 19:40:05","W911","2014-00041695","NINTH ST/HEINZ AVE",
"07/17/2014 19:44:11","5150","2014-00041689","2900 BLOCK STANTON ST",
"07/17/2014 19:45:17","415","2014-00041708","2400 BLOCK SEVENTH ST",
"07/17/2014 19:51:09","1196","2014-00041691","WOOLSEY ST/SACRAMENTO ST",
"07/17/2014 19:58:19","SEC","2014-00041692","Ohlone Park Milvia west to Sacramento Street / ",
"07/17/2014 20:07:17","ILLDMP","2014-00041693","2500 BLOCK ELLSWORTH ST",
"07/17/2014 20:10:19","ADVICE","2014-00041707","2900 BLOCK HARPER ST",
"07/17/2014 20:18:42","415E","2014-00041697","2200 BLOCK CHANNING WAY",
"07/17/2014 20:25:23","T","2014-00041698","BANCROFT WAY/SAN PABLO AVE",
"07/17/2014 20:41:04","415","2014-00041699","1200 BLOCK GILMAN ST",
"07/17/2014 20:51:20","415E","2014-00041700","2500 BLOCK ETNA ST",
"07/17/2014 20:52:37","459A","2014-00041714","1100 BLOCK THE ALAMEDA ",
"07/17/2014 20:56:23","1182","2014-00041701","ASHBY AVE/FULTON ST",
"07/17/2014 20:57:23","1033A","2014-00041703","2900 BLOCK SACRAMENTO ST",
"07/17/2014 20:58:46","23152","2014-00041702","1800 BLOCK FOURTH ST",
"07/17/2014 21:15:10","1124","2014-00041705","1700 BLOCK BLAKE ST",
"07/17/2014 21:15:50","T","2014-00041704","SIXTH ST/CEDAR ST",
"07/17/2014 21:25:14","T","2014-00041706","WARRING ST/PARKER ST",
"07/17/2014 21:28:53","LOST","2014-00041709","2500 BLOCK DURANT AVE",
"07/17/2014 21:41:04","T","2014-00041710","DWIGHT WAY/WARRING ST",
"07/17/2014 21:42:51","5150","2014-00041711","2300 BLOCK TELEGRAPH AVE",
"07/17/2014 21:49:51","5150","2014-00041713","1900 BLOCK SIXTH ST",
"07/17/2014 21:51:49","SEC","2014-00041712","DWIGHT WAY/BOWDITCH ST",
"07/17/2014 22:03:02","415E","2014-00041716"," / ",
"07/17/2014 22:03:09","SEC","2014-00041715"," / ",
"07/17/2014 22:07:00","415E","2014-00041717","2200 BLOCK CHANNING WAY",
"07/17/2014 22:14:11","AID","2014-00041718","2600 BLOCK COLLEGE AVE",
"07/17/2014 22:18:22","415E","2014-00041720","2100 BLOCK BONAR ST",
"07/17/2014 22:22:27","415E","2014-00041719"," / ",
"07/17/2014 22:30:21","415E","2014-00041721","2800 BLOCK PARK ST",
"07/17/2014 22:31:08","ADVICE","2014-00041725","1500 BLOCK NORTH ST",
"07/17/2014 22:35:40","415E","2014-00041742","1700 BLOCK LA LOMA AVE",
"07/17/2014 22:36:16","415","2014-00041724","2000 BLOCK CHANNING WAY",
"07/17/2014 22:37:17","415","2014-00041723","2100 BLOCK EIGHTH ST",
"07/17/2014 22:37:28","415E","2014-00041722","1500 BLOCK TYLER ST",
"07/17/2014 22:41:10","415","2014-00041726","1700 BLOCK FOURTH ST",
"07/17/2014 22:54:45","415E","2014-00041727","2000 BLOCK SHATTUCK AVE",
"07/17/2014 23:04:51","415F","2014-00041728","2100 BLOCK SHATTUCK AVE",
"07/17/2014 23:04:54","415","2014-00041730","2400 BLOCK PROSPECT ST",
"07/17/2014 23:07:32","415E","2014-00041729","1300 BLOCK SAN PABLO AVE",
"07/17/2014 23:09:13","1067","2014-00041731","700 BLOCK COLUSA AVE",
"07/17/2014 23:11:05","602L","2014-00041732","2000 BLOCK BERKELEY WAY",
"07/17/2014 23:22:24","SUSVEH","2014-00041733","900 BLOCK GILMAN ST",
"07/17/2014 23:31:35","484","2014-00041734","1300 BLOCK CALIFORNIA ST",
"07/17/2014 23:38:57","1042","2014-00041735","100 BLOCK MENLO PL",
"07/17/2014 23:46:33","1067","2014-00041736","SHATTUCK AVE/DWIGHT WAY",
"07/17/2014 23:46:39","415E","2014-00041741","2200 BLOCK CHANNING WAY",
"07/17/2014 23:50:59","415E","2014-00041737","1800 BLOCK HARMON ST",
"07/17/2014 23:57:27","SUSVEH","2014-00041738","PARKER ST/SEVENTH ST",
